               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.015052,            0.015761,          0.00090298,             0.84803,             0.69884,             0.74811,             0.49458,            0.026997,            0.034348,           0.0054033,           0.0051234,           0.0051234,           0.0051234
                 160,            0.014977,            0.016645,          0.00075462,             0.88358,             0.67312,             0.75232,             0.49142,            0.026975,            0.034136,           0.0051864,           0.0050765,           0.0050765,           0.0050765
                 161,            0.015243,            0.016423,          0.00072617,             0.81744,             0.66448,               0.737,             0.47897,            0.026602,            0.034821,           0.0061729,           0.0050296,           0.0050296,           0.0050296
                 162,            0.015541,            0.016339,          0.00078897,             0.85193,             0.65457,             0.74077,             0.47939,            0.026776,            0.035982,           0.0061148,           0.0049828,           0.0049828,           0.0049828
                 163,            0.015966,            0.016482,          0.00075519,             0.88409,             0.64701,             0.72888,             0.48357,            0.026732,            0.036951,           0.0066997,            0.004936,            0.004936,            0.004936
                 164,             0.01504,            0.017491,          0.00062803,             0.79767,             0.69439,             0.72452,             0.47939,            0.026451,            0.034834,           0.0064903,           0.0048893,           0.0048893,           0.0048893
                 165,            0.014516,            0.015831,          0.00067669,             0.78079,             0.70308,             0.72365,             0.47656,            0.026409,            0.034919,           0.0063138,           0.0048426,           0.0048426,           0.0048426
                 166,            0.015148,            0.016867,          0.00082661,             0.84525,             0.66114,             0.71164,             0.46659,            0.026509,             0.03495,            0.006242,            0.004796,            0.004796,            0.004796
                 167,            0.014694,            0.016847,          0.00070391,             0.81225,              0.6723,             0.71706,             0.46099,            0.026918,            0.036027,           0.0072914,           0.0047495,           0.0047495,           0.0047495
                 168,            0.014848,            0.016293,          0.00074505,             0.82115,             0.65618,             0.71228,              0.4708,            0.026811,            0.036164,           0.0072142,           0.0047031,           0.0047031,           0.0047031
                 169,             0.01484,            0.016706,          0.00069908,             0.76397,             0.66906,             0.71104,             0.47046,            0.026834,            0.036129,           0.0066644,           0.0046568,           0.0046568,           0.0046568
                 170,            0.014913,            0.016118,          0.00056868,             0.82854,             0.67895,              0.7083,             0.46675,             0.02683,            0.035215,           0.0065099,           0.0046105,           0.0046105,           0.0046105
                 171,            0.014573,            0.017037,          0.00079751,             0.86179,             0.63826,             0.71194,              0.4698,            0.026541,             0.03538,           0.0068186,           0.0045644,           0.0045644,           0.0045644
                 172,            0.014167,            0.015639,          0.00066713,              0.8903,             0.64153,               0.729,             0.48246,            0.026435,            0.035076,           0.0055385,           0.0045184,           0.0045184,           0.0045184
                 173,            0.014081,            0.016546,          0.00071874,             0.80062,              0.6919,             0.73184,             0.48082,            0.026565,            0.035967,           0.0056139,           0.0044724,           0.0044724,           0.0044724
                 174,            0.014764,            0.016596,          0.00074725,             0.74027,             0.68851,             0.71539,             0.46395,            0.026931,            0.036081,             0.00649,           0.0044266,           0.0044266,           0.0044266
                 175,            0.014076,            0.015694,          0.00065252,             0.80674,             0.65341,             0.72647,             0.45901,            0.026893,            0.035278,           0.0075551,           0.0043809,           0.0043809,           0.0043809
                 176,            0.014512,            0.015718,          0.00081036,             0.82838,             0.67344,             0.74908,              0.4849,            0.026705,            0.034723,           0.0062368,           0.0043353,           0.0043353,           0.0043353
                 177,            0.014036,            0.015153,          0.00075185,             0.88982,             0.63462,             0.75286,                0.48,            0.027129,            0.035174,           0.0063989,           0.0042899,           0.0042899,           0.0042899
                 178,            0.013768,            0.015461,          0.00085692,              0.8825,             0.67026,             0.76185,             0.49135,            0.026936,             0.03525,           0.0056397,           0.0042445,           0.0042445,           0.0042445
                 179,            0.013806,            0.015863,          0.00065605,             0.86117,             0.69215,              0.7814,             0.49929,            0.026711,            0.035048,           0.0054367,           0.0041994,           0.0041994,           0.0041994
                 180,            0.013733,            0.015614,           0.0006794,             0.78047,             0.71437,             0.74866,              0.4824,            0.026763,            0.036237,           0.0059571,           0.0041543,           0.0041543,           0.0041543
                 181,            0.013748,            0.015379,          0.00068787,              0.8549,             0.67505,             0.75248,              0.4844,            0.026249,            0.035433,           0.0059497,           0.0041094,           0.0041094,           0.0041094
                 182,            0.013808,            0.015057,          0.00063418,             0.88716,             0.66046,              0.7478,             0.49325,            0.026327,            0.035791,           0.0058636,           0.0040647,           0.0040647,           0.0040647
                 183,            0.014272,            0.015221,          0.00065529,             0.85502,              0.6855,             0.74615,             0.49528,            0.026503,            0.035844,           0.0059535,           0.0040201,           0.0040201,           0.0040201
                 184,            0.013211,            0.014548,          0.00060764,             0.92634,              0.6447,             0.74952,              0.5046,            0.026199,            0.035408,           0.0054189,           0.0039757,           0.0039757,           0.0039757
                 185,            0.013444,            0.014185,          0.00065114,             0.84627,             0.70525,             0.74476,              0.4944,            0.026363,            0.034777,           0.0049187,           0.0039314,           0.0039314,           0.0039314
                 186,            0.012825,            0.014275,          0.00062334,             0.92265,             0.67017,             0.75273,             0.49324,            0.026426,            0.034678,           0.0053154,           0.0038873,           0.0038873,           0.0038873
                 187,            0.013435,            0.015701,          0.00059373,             0.86822,             0.69266,             0.75857,             0.49777,            0.026303,            0.034779,           0.0059785,           0.0038434,           0.0038434,           0.0038434
                 188,            0.013151,            0.014395,          0.00050337,             0.83583,             0.70047,             0.73592,             0.48367,            0.026505,            0.035769,           0.0060932,           0.0037997,           0.0037997,           0.0037997
                 189,            0.013422,            0.015091,          0.00070357,              0.7664,             0.72578,             0.73569,             0.48119,            0.026619,            0.035938,           0.0059394,           0.0037562,           0.0037562,           0.0037562
                 190,            0.013206,             0.01498,          0.00062785,             0.85858,             0.67734,             0.74412,             0.49011,             0.02635,            0.035204,           0.0060749,           0.0037128,           0.0037128,           0.0037128
                 191,             0.01275,            0.015065,          0.00057072,              0.8725,              0.6546,              0.7499,             0.49496,            0.026589,            0.035393,           0.0064266,           0.0036697,           0.0036697,           0.0036697
                 192,            0.013422,            0.015344,          0.00060683,             0.78848,             0.68022,              0.7304,              0.4799,             0.02642,            0.035811,           0.0066428,           0.0036267,           0.0036267,           0.0036267
                 193,            0.012742,            0.014028,          0.00060649,             0.83949,             0.65391,             0.72339,             0.47582,            0.026544,            0.036651,           0.0068235,            0.003584,            0.003584,            0.003584
                 194,            0.012763,             0.01442,          0.00057234,             0.82619,             0.69972,             0.74103,             0.49216,            0.026609,            0.036693,           0.0060632,           0.0035415,           0.0035415,           0.0035415
                 195,            0.012534,            0.014213,          0.00066785,             0.76064,             0.71248,             0.72697,             0.47826,            0.026984,            0.037623,           0.0060633,           0.0034991,           0.0034991,           0.0034991
                 196,            0.012667,            0.014714,          0.00061513,              0.8407,             0.66108,             0.73774,             0.48739,            0.026642,            0.036752,           0.0060029,            0.003457,            0.003457,            0.003457
                 197,              0.0129,            0.014547,          0.00054173,             0.75411,             0.71856,             0.74027,             0.48336,            0.026719,             0.03681,           0.0058706,           0.0034152,           0.0034152,           0.0034152
                 198,            0.013103,            0.015143,           0.0006155,             0.87017,             0.63117,             0.73521,             0.47419,            0.026838,            0.036055,           0.0061041,           0.0033735,           0.0033735,           0.0033735
                 199,             0.01238,            0.014082,          0.00056247,               0.818,             0.63744,             0.71517,             0.47012,            0.026665,            0.036389,           0.0082879,           0.0033321,           0.0033321,           0.0033321
                 200,            0.012431,            0.014932,          0.00051959,             0.82021,             0.63569,             0.71878,             0.48062,            0.026682,            0.036002,           0.0079346,           0.0032909,           0.0032909,           0.0032909
                 201,            0.012361,            0.014559,          0.00054263,             0.86536,              0.6341,             0.72711,             0.47489,             0.02676,            0.035826,           0.0069427,             0.00325,             0.00325,             0.00325
                 202,            0.012579,            0.014942,          0.00050599,             0.80583,             0.65393,             0.72167,             0.47654,            0.026593,            0.036718,           0.0073758,           0.0032093,           0.0032093,           0.0032093
                 203,            0.012321,            0.014431,          0.00055323,             0.87909,             0.59627,             0.72556,             0.47992,            0.026586,            0.037354,           0.0075094,           0.0031689,           0.0031689,           0.0031689
                 204,             0.01268,            0.014944,          0.00054953,             0.72485,             0.70247,             0.72139,             0.46488,            0.026531,            0.036879,           0.0071318,           0.0031287,           0.0031287,           0.0031287
                 205,            0.012136,            0.013953,          0.00059305,             0.75267,             0.73224,             0.73848,             0.48237,            0.026391,            0.037151,           0.0071302,           0.0030888,           0.0030888,           0.0030888
                 206,            0.011978,            0.013407,          0.00062581,              0.7738,             0.72658,             0.74591,             0.48993,            0.026396,            0.036661,           0.0065909,           0.0030491,           0.0030491,           0.0030491
                 207,            0.012154,             0.01481,          0.00066422,             0.89501,             0.65371,             0.75567,             0.49423,            0.026308,            0.037259,           0.0057176,           0.0030097,           0.0030097,           0.0030097
                 208,            0.012089,             0.01422,           0.0005282,             0.89637,             0.63624,             0.73503,             0.48441,            0.026277,            0.037774,           0.0057459,           0.0029706,           0.0029706,           0.0029706
                 209,            0.012424,            0.014719,          0.00052801,             0.74065,             0.68898,             0.71751,             0.46989,            0.026388,            0.037466,           0.0062425,           0.0029318,           0.0029318,           0.0029318
                 210,            0.012294,            0.014034,           0.0005581,             0.88429,             0.62338,             0.71573,             0.47377,            0.026476,            0.038082,            0.006432,           0.0028932,           0.0028932,           0.0028932
                 211,            0.012334,            0.013315,          0.00064613,             0.82257,             0.65151,             0.72575,              0.4752,            0.026562,            0.037794,           0.0060977,            0.002855,            0.002855,            0.002855
                 212,             0.01192,            0.014039,          0.00055303,             0.80786,             0.65304,             0.71255,             0.46647,            0.026672,            0.037324,           0.0058704,            0.002817,            0.002817,            0.002817
                 213,            0.011617,            0.013707,          0.00042809,             0.90356,             0.64027,             0.72685,             0.47288,            0.026685,            0.038007,           0.0058691,           0.0027793,           0.0027793,           0.0027793
                 214,            0.012016,            0.013511,          0.00054595,             0.89801,             0.60465,             0.71466,             0.47271,            0.026595,             0.03847,           0.0065533,           0.0027419,           0.0027419,           0.0027419
                 215,            0.012057,            0.014483,          0.00054522,             0.78618,             0.69637,              0.7218,             0.48062,             0.02668,            0.039433,           0.0058911,           0.0027048,           0.0027048,           0.0027048
                 216,            0.012299,            0.014949,          0.00048674,              0.7491,             0.67508,             0.72413,             0.47916,            0.026589,            0.038324,            0.006331,           0.0026681,           0.0026681,           0.0026681
                 217,            0.011576,            0.013096,          0.00045272,             0.87265,              0.6573,              0.7396,             0.48776,             0.02652,            0.037635,           0.0063823,           0.0026316,           0.0026316,           0.0026316
                 218,             0.01153,            0.014784,           0.0005459,             0.77268,              0.7137,             0.73605,             0.49334,            0.026612,             0.03773,           0.0065773,           0.0025954,           0.0025954,           0.0025954
                 219,            0.011411,            0.013321,          0.00042979,             0.87082,             0.66508,             0.74271,             0.49302,            0.026713,            0.038782,           0.0061709,           0.0025596,           0.0025596,           0.0025596
                 220,            0.011426,            0.013924,          0.00041568,             0.74274,             0.74253,             0.74153,             0.48607,              0.0264,            0.038071,            0.005908,           0.0025241,           0.0025241,           0.0025241
                 221,            0.011286,             0.01348,          0.00041594,             0.77498,             0.72348,             0.74705,             0.48827,            0.026557,            0.037951,           0.0059484,           0.0024889,           0.0024889,           0.0024889
                 222,            0.011808,             0.01381,          0.00053861,             0.79903,             0.71213,             0.74799,             0.49358,            0.026586,             0.03814,           0.0059067,           0.0024541,           0.0024541,           0.0024541
                 223,            0.011586,            0.014247,           0.0004707,             0.84396,             0.69267,             0.75117,             0.49682,            0.026371,            0.038634,           0.0060117,           0.0024195,           0.0024195,           0.0024195
                 224,            0.011474,            0.013077,          0.00052677,             0.80658,             0.69719,             0.74555,              0.4836,            0.026325,            0.037889,           0.0061791,           0.0023854,           0.0023854,           0.0023854
                 225,            0.011208,            0.013174,          0.00043203,             0.84622,             0.68015,             0.75135,              0.4952,            0.026326,            0.037455,           0.0062363,           0.0023515,           0.0023515,           0.0023515
